name,year,length,budget,aggregateRating,totalReviews,mpaa,genre_id
999 Aliza Mizrahi,1967,104,,7.1,12,,12
999-9999,2002,103,,5.8,42,,0
0.395833333,2004,13,12000,7.1,11,,64
9mm of Love,2000,10,,6.7,27,,100
A,1998,136,,5.1,18,,16
A,2002,60,,2.3,11,,16
A & P,1996,17,,5.6,26,,72
A + (Amas),2004,104,,5.2,17,,4
A 008 operazione Sterminio,1965,84,,6.1,7,,1
A 11-a porunca,1991,144,,6.2,11,,8
A Banna,1980,90,,7,5,,0
A Fei jing juen,1991,94,,7.5,986,,8
A Hunting We Will Go,1932,8,,6.3,20,,70
A Is for Atom,1953,14,,6.1,6,,72
A byl li Karotin,1989,161,,3.9,6,,4
A cavallo della tigre,1961,104,,5.9,21,,4
A cavallo della tigre,2002,98,,5.3,17,,4
A ciascuno il suo,1967,99,,6.4,52,,8
A ciegas,1997,92,,4.7,49,,0
A doppia faccia,1969,88,,4.9,43,,0
A esli eto lyubov?,1961,102,,7.3,8,,8
A futura memoria: Pier Paolo Pasolini,1986,115,,6.6,7,,16
A galope tendido,2000,87,,5.6,10,,4
A la medianoche y media,1999,90,,5.9,34,,8
A los cirujanos se les va la mano,1980,90,,5.3,14,,4
A los que aman,1998,98,,7.3,93,,40
A mezzanotte va la ronda del piacere,1975,100,,5.6,27,,12
A mi madre le gustan las mujeres,2002,96,,6.3,296,,4
A ruota libera,2000,89,,3.6,25,,4
A sega nakade?,1988,93,,7.4,14,,8
A spasso nel tempo,1996,94,,3.5,49,,4
A spasso nel tempo: lavventura continua,1997,95,,2.7,26,,4
A tiro limpio,1963,86,,5.8,8,,0
A tiro limpio,1996,87,,6.7,16,,0
A tu per tu,1984,102,,4.5,18,,4
A un dios desconocido,1977,104,,6.7,15,,8
A zori zdes tikhie,1972,188,,8.6,137,,1
A+ Pollux,2002,90,,6.3,53,,32
A B C... Manhattan,1997,90,,6.3,36,,8
A-Ducking They Did Go,1939,17,,8,89,,68
A-Haunting We Will Go,1942,68,,5.6,81,,4
A-Haunting We Will Go,1966,6,,6,29,,70
A-Lad-In Bagdad,1938,8,,5.6,11,,70
A-Lad-in His Lamp,1948,7,,7.9,52,,70
A-Tom-inable Snowman The,1966,6,,5,26,,70
A-ge-man,1990,114,,6.3,22,,0
A.B. normal college (Todo na yan kulang pa yun),2003,115,,3.8,6,,4
A.D.3 operazione squalo bianco,1966,82,,1.2,5,,1
A.D.A.M.,1988,98,,5.9,27,,4
A.K.,1985,71,,7.7,60,,16
A.K.A. Birdseye,2002,90,,5.5,27,,4
A.K.A. Don Bonus,1995,65,,8.2,9,,16
A.N.I. 1240,2003,13,8000,5.9,9,,64
A.P.E.X.,1994,98,,4.3,207,,0
A.S.S.,1988,80,,6.1,9,,0
A.W.O.L.,1918,5,,5.3,23,,70
A.k.a. Cassius Clay,1970,85,,5.7,43,PG,16
A/R andata+ritorno,2004,86,,6,79,,4
A2,2001,131,,8.8,5,,0
ABBA: The Movie,1977,96,,6.1,613,,16
ABC Africa,2001,83,,6.5,90,,16
ABC of Love and Sex: Australia Style The,1978,85,,3.7,5,,20
ABCs of Happiness The,2001,5,,3.3,17,,66
ABCs of Sex Education for Trainable Persons The,1975,20,,6.6,37,,80
ABCD,1999,105,200000,5.4,88,,8
AC/DC: Let There Be Rock,1980,95,,8.5,159,,0
AFIs 100 Years... 100 Movies: The Antiheroes,1998,60,,4,19,,16
AKA,2002,123,,6,335,R,8
AVP: Alien Vs. Predator,2004,102,45000000,5.4,14651,PG-13,1
Aa Ab Laut Chalen,1999,178,,5.5,73,,40
Aa Gale Lag Jaa,1973,148,,8.1,10,,32
Aa Okkati Adakku,1993,155,,8.4,5,,4
Aab baad khaak,1989,75,,5.4,22,,0
Aadmi,1968,175,,8.2,15,,32
Aag,1948,138,,6.5,31,,32
Aah,1953,150,,6.7,25,,40
Aakhree Raasta,1986,164,,8.2,46,,1
Aakrosh,1980,144,,7.9,31,,0
Aaltra,2004,92,,6.8,219,,4
Aamdani Atthanni Kharcha Rupaiya,2001,150,,5.2,12,,4
Aan,1952,101,,7.1,13,,32
Aan: Men at Work,2004,149,,4.8,20,,9
Aandhi,1975,133,,7,35,,8
Aankhen,1993,170,,5.4,22,,4
Aankhen,2002,165,,6.8,134,,12
Aanslag De,1986,144,,7.3,532,,8
Aanspreker De,1999,26,,6.2,5,,72
Aap Ki Kasam,1974,153,,6.6,20,,40
Aapathbandavudu,1992,173,,9.2,5,,8
Aapo,1994,55,,5,26,,8
Aar Paar,1954,146,,7.2,31,,32
Aardwolf De,1984,74,,2.2,5,,8
Aaron Cohens Debt,1999,96,,5.6,16,,8
Aaron Loves Angela,1975,99,,5.7,23,,40
Aaron Slick from Punkin Crick,1952,95,,5.3,33,,0
Aashiq,2001,160,,3.7,11,,13
Aashiqui,1990,152,,5.6,18,,40
Aashirwad,1968,146,,8.6,11,,8
Aatish,1994,155,,8.6,16,,1
Aau chin,1999,93,,7.1,690,,9
Aau chin 2,2001,95,,5.9,138,,1
Aau dut,1997,81,,7.1,230,,9
Aau fung yee,2000,82,,4.4,5,,0
Ab ins Paradies,2001,90,,7.9,5,,4
Ab morgen sind wir reich und ehrlich,1976,82,,4.6,5,,0
Ab nach Tibet!,1994,128,,2.7,6,,0
Abade qingren,1995,115,,5.6,10,,0
Abajo firmantes Los,2003,90,,6.2,23,,12
Abandon,2002,99,25000000,4.7,2364,PG-13,8
Abandonadas Las,1945,103,,6.2,8,,8
Abandoned,1949,78,,6.3,16,,0
Abar Aranye,2003,123,,5.5,15,,8
Abashiri Bangaichi,1965,92,,5.5,5,,8
Abba Ganuv,1988,95,,5.5,17,,12
Abba Ganuv II,1989,85,,2.2,7,,12
Abba Ganuv III,1991,88,,2.1,9,,8
Abbasso la ricchezza!,1946,90,,7,7,,8
Abbiamo solo fatto lamore,1998,80,,3.9,12,,4
Abbott and Costello Go to Mars,1953,81,754000,5.2,455,,4
Abbott and Costello Meet Captain Kidd,1952,75,450000,5.3,255,,4
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,80,,6,522,,4
Abbott and Costello Meet the Invisible Man,1951,86,,6.2,573,,4
Abbott and Costello Meet the Keystone Kops,1955,85,,5.7,252,,4
Abbott and Costello Meet the Killer Boris Karloff,1949,88,,6,466,,4
Abbott and Costello Meet the Mummy,1955,83,,5.7,627,,4
Abbott and Costello in Hollywood,1945,85,,5.7,288,,4
Abbott and Costello in the Foreign Legion,1950,85,,5.7,417,,4
Abbronzatissimi,1991,96,,5,29,,4
Abbronzatissimi 2 - un anno dopo,1993,105,,4.2,18,,0
Abbuzze! Der Badesalz Film,1996,95,,5.8,191,,4
Abby,1974,89,400000,5.9,75,,0
Abby Singer,2003,79,1500,3.5,39,,0
Abdication The,1974,103,,5.7,52,,8
Abducted,1986,87,,4.9,73,,8
Abducted,1994,2,,3.2,7,,66
Abducted II: The Reunion,1994,92,,3.1,64,,1
Abduction,1975,95,,4.4,38,,8
Abduction Club The,2002,96,,6.2,212,,44
Abduction of Figaro,1984,144,,9.1,22,,4
Abductors The,1957,80,,3.9,8,,0
Abductors The,1972,91,,4,83,,9
Abdulla the Great,1955,103,,4.5,7,,4
Abdulladzhan ili posvyashchaetsya Stivenu Spilbergu,1991,89,,5.9,24,,4
Abe Lincoln in Illinois,1940,110,,7.6,226,,8
Abe Lincoln: Freedom Fighter,1978,54,,1.6,7,,0
Abes Manhood,2000,15,,5,16,,64
Abel,1986,100,,7.9,336,,4
Abel Ferrara: Not Guilty,2003,85,,6.5,10,,16
Abel Raises Cain,2005,82,,7.8,13,,16
Abendland,1999,146,,5,46,R,0
Abenteuer des Grafen Bobby Die,1961,90,,3,24,,4
Abenteuer des Prinzen Achmed Die,1926,66,,8.4,169,,34
Abenteuer des Werner Holt Die,1965,158,,8.3,42,,40
Abenteuer eines Sommers,1973,83,,3,5,,0
Abeoji,1997,113,,3.2,5,,0
Aberdeen,2000,106,6500000,7.3,644,,8
Aberration,1997,93,,4.8,149,R,0
Abfahrer Die,1978,97,,4.6,20,,4
Abgefahren,2004,86,,4.5,93,,5
Abgeschminkt!,1993,55,,6.7,291,,36
Abhijaan,1962,150,,6.3,28,,8
Abies Irish Rose,1946,96,,3.2,17,,12
Abilene,1999,104,,4.9,42,PG,8
Abilene Town,1946,89,,6.4,102,,0
Abismos da Meia-Noite Os,1984,105,,4.4,10,,0
Abissinia,1993,87,,5,17,,0
Abjad,2003,109,,6.6,39,,40
Ablaze,2001,97,,3.6,98,R,9
Able Edwards,2004,87,30000,6.2,24,,8
Ables House Is Green The,2003,13,6800,9.4,5,,72
Abnormal Man,1994,117,,1.7,12,,0
Abominable Dr. Phibes The,1971,94,,6.7,1547,PG-13,0
Abominable Snow Rabbit The,1961,7,,6.9,97,,70
Abominable Snowman The,1957,85,,6,351,,0
Abominable homme des douanes L,1963,86,,3.8,6,,0
Abomination The,1986,100,,2.4,132,,0
Abot kamay ang pangarap,1996,100,,8.4,5,,8
Abouna,2002,84,,6.5,81,,8
About Adam,2000,105,,6.4,1303,R,36
About Face,1952,94,,5,27,,4
About Last Night...,1986,113,,5.9,3017,,44
About Mrs. Leslie,1954,104,,6.5,77,,40
About Schmidt,2002,125,30000000,7.3,23279,R,12
About a Boy,2002,101,27000000,7.5,18318,PG-13,12
About a Girl,2001,9,,7.6,41,,64
Above Freezing,1998,85,,5,45,,8
Above Suspicion,1943,90,,6.6,224,,8
Above Suspicion,1995,95,,6.4,394,R,8
Above Suspicion,2000,92,,5.8,128,R,8
Above Us the Waves,1955,92,,6.7,134,,8
Above and Beyond,1952,122,,6.6,119,,9
Above and Beyond,2001,91,,4.3,35,,40
Above the Dust Level,1999,9,,6.5,47,,68
Above the Law,1988,93,,5.2,3126,,9
Above the Rim,1994,96,,5.8,1065,,8
Abracadabra,1993,78,,6.8,13,,0
Abrafaxe - Unter schwarzer Flagge Die,2001,81,,6.3,42,,2
Abraham Lincoln,1930,97,,5.6,149,,8
Abrahams Gold,1990,95,,9,31,,8
Abraxas Guardian of the Universe,1991,90,,3.3,190,,1
Abrazo partido El,2004,100,,7.4,405,,4
Abre los ojos,1997,117,,7.8,8087,R,40
Abroad with Two Yanks,1944,80,,5.8,17,,4
Abschied,1930,80,15000,6.7,14,,0
Abschied vom falschen Paradies,1989,92,,4.5,10,,0
Abschied von den Wolken,1959,99,,5.8,6,,0
Abschied von gestern - (Anita G.),1966,88,,7.8,46,,4
Abschiedswalzer,1934,87,,6.4,5,,0
Absence of Light The,2004,94,,7.5,6,,0
Absence of Malice,1981,116,,6.8,1849,,40
Absence L,1993,112,,6.2,15,,0
Absent Minded Professor The,1961,97,,6.5,1293,,4
Absent Without Leave,1992,95,,5.3,31,,40
Absent-Minded Waiter The,1977,7,,7.6,140,,68
Absolon,2003,96,8000000,4.1,548,R,1
Absolument fabuleux,2001,105,,4.9,242,,4
Absolut,2004,94,,6.4,20,,0
Absolut Warhola,2001,80,,6.3,50,,16
Absolutamente Certo,1957,95,,6.1,13,,4
Absolute Beginners,1986,108,,5.3,601,,0
Absolute Force,1997,91,,6.2,9,,1
Absolute Giganten,1999,72,,7.6,660,,45
Absolute Power,1997,121,50000000,6.4,7995,R,8
Absolute Quiet,1936,70,,5.5,28,,8
Absolutely Positive,1991,87,,7.8,8,,16
Absolution,1978,95,,5.5,123,,0
Absolution,2001,23,13000,1.6,8,,64
Absolution of Anthony The,1997,13,,5.4,19,,76
Abu el Banat,1973,88,,8,5,,8
Abuelitos,1999,15,,5.3,30,,72
Abuelo Cheno y otras historias El,1994,30,,4.5,7,,80
Abuelo Made in Spain,1969,90,,3.9,37,,4
Abuelo tiene un plan El,1973,90,,3.5,22,,4
Abuelo El,1998,147,,7.7,423,PG,8
Abus de confiance,1938,88,,6.1,12,,8
Abuse,1983,94,,6.8,39,,8
Abusement Park,1947,7,,5.2,10,,70
Abuzer Kadayif,2000,104,,5.7,79,,12
Abwab al Moghlaka Al,1999,107,,6.1,47,,8
Abwege,1928,107,,8.2,16,,0
Abxang,2003,102,,7.2,5,,16
Abyss The,1989,171,69500000,7.4,21987,PG-13,9
Academy Boyz,1997,90,,8.9,24,,0
Acadie lAcadie L,1971,75,,6,7,,16
Acapulco Gold,1978,105,,4,25,,0
Acapulco prima spiaggia... a sinistra,1983,88,,4.7,22,,4
Accadde al commissariato,1954,105,,6.2,15,,4
Accadde al penitenziario,1955,95,,6.1,7,,8
Accattone,1961,120,,7.6,434,,8
Accelerator,1999,86,,6.3,162,,0
Accent on Youth,1935,77,,5.1,5,,36
Acceptable Levels,1983,100,,5.7,10,,0
Access Code,1984,88,,3.4,17,,0
Access Denied,1997,95,,3.8,43,R,0
Accident,1967,105,600000,7.1,340,,8
Accident,1985,121,,6.5,11,,0
Accidental Tourist The,1988,121,,6.7,4025,,40
Accidents,1988,86,,4.9,20,,0
Accidents,2000,15,,6.6,5,,64
Accidents Will Happen,1938,62,,4.6,41,,8
Accompagnatrice L,1992,111,,6.9,207,,8
According to Spencer,2001,95,,4.1,124,R,36
Accordion Tribe,2004,87,,7.4,8,,16
Account Rendered,1957,59,,5.1,15,,0
Accountant The,1989,100,,6.3,19,,0
Accountant The,1999,50,5000,6.3,19,,1
Accountant The,2001,35,,7.5,159,,68
Accueil de jour L,2000,18,,8.5,5,,80
Accueil familial vieillir comme chez soi L,1996,17,,9,5,,80
Accused of Murder,1956,74,,5.6,16,,0
Accused The,1949,101,,6.9,120,,8
Accused The,1988,111,,7.1,4589,,8
Ace Drummond,1936,255,,6.9,22,,1
Ace Eli and Rodger of the Skies,1973,89,,5.7,60,,8
Ace Up My Sleeve,1976,92,,4.7,34,,12
Ace Ventura: Pet Detective,1994,86,12000000,6.2,20705,PG-13,4
Ace Ventura: When Nature Calls,1995,90,30000000,4.9,15161,PG-13,4
Ace in the Hole,1951,111,1821052,7.9,1097,,8
Ace of Aces,1933,76,,5.8,45,,8
Ace of Hearts The,1921,75,,6.7,138,,40
Aces High,1976,114,,6.2,315,,9
Aces Wild,1936,63,,6.1,8,,0
Aces and Eights,1936,62,,6.3,10,,0
Aces: Iron Eagle III,1992,98,,3.2,536,,1
Ach Egon!,1961,90,,4.9,30,,4
Ach Shel Driks Ha-,1994,50,,7.3,13,,8
Ach du lieber Harry,1981,85,,5.1,54,,4
Ach jodel mir noch einen,1974,73,,4,130,,4
Ache in Every Stake An,1941,18,,8.1,84,,68
Achilles,1996,11,,8,33,,64
Achilles Love,2000,90,,4.4,20,PG,36
Achte Tag Der,1990,99,,6.3,16,,0
Achterland,1994,93,,3.2,12,,0
Achtung! Banditi!,1951,90,,5.1,11,,8
Achtung fertig Charlie!,2003,92,,4.9,286,,36
Acid Eaters The,1968,65,,3.3,24,,8
Acid House The,1998,111,,5.8,1117,,8
Acne,2005,72,,7.1,9,,4
Acordar,2001,20,,7.6,5,,64
Acosada,1984,90,,1.5,9,,0
Acqua e sapone,1983,109,,6.1,82,,0
Acqua... il fuoco L,2003,94,,7.9,9,,0
Acquaria,2003,103,,3.9,89,,8
Acquasanta Joe,1971,94,,4.8,15,,1
Acri,1996,108,,4.6,11,,0
Acrobate L,1976,101,,6.6,5,,0
Acrobate Le,1997,123,,6.4,43,,0
Acrobatty Bunny,1946,8,,7.2,72,,70
Acropol,1995,125,,6.7,21,,8
Across 110th Street,1972,102,,6.6,325,,8
Across This Land with Stompin Tom Connors,1973,90,,7.3,10,,16
Across the Atlantic,2003,54,,7.3,12,,16
Across the Badlands,1950,55,,7.3,10,,0
Across the Bridge,1957,103,,6.9,68,,8
Across the Great Divide,1976,100,,6,82,,0
Across the Line,2000,99,,5.6,48,,8
Across the Moon,1995,88,,4.3,93,,44
Across the Pacific,1942,97,,6.6,493,,32
Across the Rio Grande,1949,56,,6,11,,0
Across the Sea of Time,1995,51,,6.3,90,,8
Across the Sierras,1941,59,,5.1,11,,0
Across the Tracks,1991,100,,5.4,436,,8
Across the Wide Missouri,1951,78,5000000,6.1,209,,0
Across to Singapore,1928,86,290000,6.4,53,,8
Act One,1963,110,,5.4,20,,8
Act Your Age,1949,13,,2.5,7,,72
Act of Murder An,1948,91,,7.4,54,,8
Act of Piracy,1988,101,,4.2,73,,1
Act of Seeing with Ones Own Eyes The,1971,32,,6.9,93,,80
Act of Violence,1948,82,,7.4,274,,8
Act of War,1998,94,,3.5,64,,1
Act of the Heart,1970,103,,5.9,64,,8
Act The,1982,94,,5.5,8,,0
Act The,2005,8,,8.2,10,,64
Acta General de Chile,1986,240,,7.3,10,,16
Actas de Marusia,1976,110,,5.7,33,,8
Acteur L,1974,6,,6.5,5,,66
Acteurs anonymes Les,2001,90,,6.2,16,,0
Acteurs Les,2000,103,,5.1,232,,4
Action,1980,121,,4,15,,8
Action Jackson,1988,96,,4.4,1743,,5
Action League Now!!: Rock-A-Big-Baby,1997,5,,2.8,26,PG,70
Action Nitsch-Journiac,1989,10,,5.7,6,,65
Action On the Beach,1964,6,,6.6,6,,80
Action U.S.A.,1989,89,,5,21,,1
Action de corps exclu,1983,15,,8.7,6,,65
Action for Slander,1937,83,,5.6,12,,8
Action in Arabia,1944,72,,6.2,36,,8
Action in the North Atlantic,1943,126,,6.8,362,,40
Action of the Tiger,1957,93,,4.9,65,,9
Action: The October Crisis of 1970,1974,87,,8.6,24,,16
Active Stealth,1999,99,,3,146,R,1
Acto de Primavera,1963,94,,5.1,17,,8
Actors and Sin,1952,82,,5.8,27,,12
Actors Anonymous: The Truth Behind the Dream,2003,60,30000,3.2,8,,16
Actors The,2003,91,,5.6,211,R,4
Actress The,1953,90,,6.6,119,,12
Actrius,1997,90,,5.8,37,,0
Acts of Betrayal,1997,90,3000000,4.6,94,,1
Acts of Worship,2001,94,,6.2,43,R,8
Ad Fundum,1993,98,,6.1,187,,8
Ad and the Ego The,1997,57,,4.4,16,,16
Ad ogni costo,1967,114,,6.5,102,,0
Ad ovest di Paperino,1982,102,,7.2,38,,4
Ada,1961,109,,6.6,121,,8
Ada apa dengan cinta?,2002,112,,7.1,151,,40
Adada,1987,118,,7.1,14,,8
Adagio,2000,7,,6.9,7,,74
Adam,1991,6,,6.8,142,,66
Adam,1997,4,,7,6,,66
Adam & Eva,1997,104,,6.6,633,,44
Adam & Eva,2003,99,,6.6,89,,36
Adam & Evil,2004,90,,3.4,81,R,0
Adam & Paul,2004,83,,6.8,96,,12
Adam Had Four Sons,1941,81,488000,6.2,76,,40
Adam and Evelyne,1949,70,,5.8,37,,4
Adam and Evil,1927,70,,1.8,5,,4
Adam at 6 A.M.,1970,100,,5.8,61,R,8
Adam barfi,1995,106,,6.1,30,,12
Adam og Eva,1953,96,,7.2,9,,0
Adams Rib,1949,101,,7.6,3282,,36
Adams Woman,1970,116,,5.8,49,,8
Adamah,1947,48,,9.4,7,,16
Adamo ed Eva la prima storia damore,1983,91,,2.5,11,,32
Adamski,1994,89,,7.2,9,,36
Adamsson i Sverige,1966,79,,4.5,6,,4
Adaptation.,2002,114,19000000,7.9,25140,R,12
Adaptatziya,1981,165,,9.6,27,,0
Addams Family Values,1993,94,,6.1,7756,,4
Addams Family The,1991,99,38000000,6.4,11549,,4
Addicted to Love,1988,87,,5.8,5,,0
Addicted to Love,1997,100,,6,5445,R,36
Addicted to Murder: Tainted Blood,1998,74,,4.5,22,,0
Addiction,2003,115,,6.9,14,,0
Addiction The,1995,82,,5.8,1425,,8
Adding Machine The,1969,100,,5.6,45,,12
Addio Kira!,1942,95,,7.8,11,,0
Addio ultimo uomo,1978,91,,5.9,8,,16
Addio zio Tom,1971,103,,5.8,91,,8
Addio fratello crudele,1971,91,,5.2,33,,8
Addition L,1984,85,,6,35,,8
Address Unknown,1944,75,,6.2,12,,8
Address Unknown,1997,92,,4.9,80,PG,0
Adebar,1957,2,,7.8,5,,64
Adela,1987,88,,2.9,5,,0
Adela,2000,103,,6.4,5,,0
Adelbert,1977,32,,5.3,13,,8
Adelfos Anna,1963,105,,7.8,6,,0
Adelheid,1969,99,,6.1,32,,0
Ademloos,1982,90,,6.4,14,,0
Adeus Princesa,1994,93,,6.7,13,,8
Adeus Pai,1996,85,,6.3,77,,8
Adi Shankaracharya,1983,130,,6.6,16,,8
Adi Vasfiye,1985,90,,6.9,33,,8
Adieu,2003,124,,8,17,,0
Adieu Babylone,2001,91,,5.2,49,,0
Adieu Bonaparte,1985,115,,6.4,27,,8
Adieu Philippine,1962,106,,7.7,39,,8
Adieu blaireau,1985,94,,5.6,11,,0
Adieu je taime,1988,92,,3.7,7,,0
Adieu lami,1968,115,,6,169,,1
Adieu pays,2003,85,,6.6,7,,0
Adieu Galaxy Express 999,1997,135,,4.8,34,,0
Adieu plancher des vaches!,1999,118,,6.5,252,,12
Adieu poulet,1975,91,,7.2,118,,8
Adio Rio,1989,88,,8.6,24,,0
Adjuster The,1991,102,,6.9,687,,8
Admirable Crichton The,1957,94,,6.3,144,,4
Admiral Cigarette,1897,1,,4.4,34,,80
Admiral Dewey Leading Land Parade,1899,1,,4.1,27,,80
Admiral Ushakov,1953,108,,5.9,10,,8
Admiral Was a Lady The,1950,87,,5.4,37,,36
Admission Free,1932,7,,7.4,11,,66
Admit One,1999,4,,5,20,,64
Adolescente L,1979,90,,5.6,21,,8
Adolescente sucre damour,1985,90,,5.4,6,,0
Adolescentes Las,1975,105,,4,25,,8
Adolf Armstarke,1937,87,,3.9,12,,4
Adolf Hitler - My Part in His Downfall,1972,102,,5.2,71,,4
Adolf Hitler - Wahlpropagandafilm,1938,8,,6.6,8,,64
Adolf i toppform,1952,84,,4,5,,4
Adolf und Marlene,1977,88,,6.6,6,,8
Adolphe,2002,100,,5.4,144,,8
Adorable,1933,88,,6.1,5,,36
Adorable menteuse,1962,105,,6,16,,4
Adorables mentiras,1992,108,,5.5,12,,4
Adoration,1996,16,,4.5,9,,72
Adorenarin doraibu,1999,112,,7.3,293,,4
Adosados,1996,95,,5.7,28,,8
Adrenalin: Fear the Rush,1996,88,,3.5,664,R,1
Adrenaline,2000,97,,5.8,8,,1
Adrenaline Rush: The Science of Risk,2002,40,,8.4,22,,80
Adrian,1998,15,,4.9,8,,64
Adrian und der Wolf,2000,10,,5.3,5,,64
Adua e le compagne,1960,128,,7.2,31,,12
Adult Version of Jekyll & Hide The,1972,75,,3.5,41,,0
Adulterer The,2000,85,,8.7,6,,0
Adulteress The,1973,85,,2.9,13,,0
Adulterio allitaliana,1966,95,,5.6,12,,4
Advance and Be Mechanized,1967,6,,4.7,22,,70
Advance to the Rear,1964,100,,5.8,120,,4
Adventure,1945,135,3500000,5.4,106,,44
Adventure Girl,1934,69,,4.7,18,,8
Adventure Island,1947,66,,5.2,14,,0
Adventure in Baltimore,1949,89,,5.3,30,,4
Adventure in Diamonds,1940,76,,6.4,6,,8
Adventure in Iraq,1943,65,,4.6,14,,0
Adventure in Manhattan,1936,73,,6.4,17,,4
Adventure of Faustus Bidgood The,1986,110,,8.5,14,,0
Adventure of Sherlock Holmes Smarter Brother The,1975,91,,5.9,904,,4
Adventure of the Wrong Santa Claus The,1914,14,,6.1,25,,72
Adventures End,1937,60,90000,3.3,16,,0
Adventurers The,1951,74,,3.9,6,,0
Adventurers The,1970,171,,4.3,139,,8
Adventures in Babysitting,1987,102,,6.3,5363,,4
Adventures in Dinosaur City,1992,88,,3.3,87,,0
Adventures in South America,1945,10,,6.1,9,,80
Adventures in Wild California,2000,41,,7.2,51,,80
Adventures of Baron Munchausen The,1988,125,46630000,6.8,7927,,4
Adventures of Barry McKenzie The,1972,114,,5.2,101,,4
Adventures of Billy The,1911,18,,5.2,5,,72
Adventures of Bob & Doug McKenzie: Strange Brew The,1983,90,4000000,6.6,4556,,4
Adventures of Buckaroo Banzai Across the 8th Dimension The,1984,103,,6.1,5036,,36
Adventures of Bullwhip Griffin The,1967,108,,6.6,122,,4
Adventures of Buttman The,1989,119,,6.1,15,,0
Adventures of Captain Fabian,1951,100,,5.9,34,,0
Adventures of Captain Marvel,1941,216,,7.3,146,,0
Adventures of Dick Black the Black Dick The,1987,85,,1.4,21,,0
Adventures of Dollie The,1908,12,0,5.1,34,,65
Adventures of Don Coyote,1947,65,,5.8,5,,0
Adventures of Don Juan,1948,110,,6.7,362,,32
Adventures of Elmo in Grouchland The,1999,89,17000000,5.5,420,,4
Adventures of Ford Fairlane The,1990,104,,5.2,4133,,5
Adventures of Frank and Jesse James,1948,180,,6.9,17,,0
Adventures of Frontier Fremont,1976,106,,5.4,13,,0
Adventures of Gallant Bess,1948,71,,5.9,13,,8
Adventures of Gerard The,1970,92,,4.1,23,,4
Adventures of Hajji Baba The,1954,94,,5.7,68,,0
Adventures of Handyman The,2000,5,,7.2,5,,68
Adventures of Huck Finn The,1993,108,6500000,5.9,1134,,8
Adventures of Huckleberry Finn The,1939,91,,7.1,121,,8
Adventures of Huckleberry Finn The,1960,107,,6.1,216,,8
Adventures of Ichabod and Mr. Toad The,1949,68,,7.3,625,,2
Adventures of Jane Arden The,1939,58,,5.7,29,,8
Adventures of Lucky Pierre The,1961,70,7100,1.9,15,,4
Adventures of Marco Polo The,1938,100,2000000,5.8,136,,0
Adventures of Mark Twain The,1944,130,,6.8,127,,8
Adventures of Mark Twain The,1986,86,,7.1,116,,2
Adventures of Martin Eden The,1942,87,,7.9,7,,0
Adventures of Mikki Finn The,1991,85,,5.6,24,,0
Adventures of Pinocchio The,1996,92,25000000,5.6,577,,0
Adventures of Pluto Nash The,2002,95,100000000,3.9,2543,PG-13,5
Adventures of Popeye,1935,9,,5.6,33,,70
Adventures of Priscilla Queen of the Desert The,1994,104,,7.2,7721,,12
Adventures of Quentin Durward The,1955,100,,6,126,,32
Adventures of Ragtime The,1998,96,,2.8,26,,4
Adventures of Red Ryder,1940,205,,7.4,28,,0
Adventures of Rex and Rinty The,1935,229,,4.6,5,,1
Adventures of Robin Hood The,1938,102,1900000,8.2,7359,PG,33
Adventures of Rocky & Bullwinkle The,2000,88,76000000,4.3,4815,PG,6
Adventures of Sebastian Cole The,1998,99,,6.5,579,R,12
Adventures of Sherlock Holmes The,1939,85,,7.7,509,,0
Adventures of Sir Galahad The,1949,252,,7,10,,0
Adventures of Smilin Jack,1943,265,,8.2,18,,1
Adventures of Tom Sawyer The,1938,119,,7.4,209,,0
Adventures of a Plumbers Mate,1978,88,,3.3,40,,4
Adventures of a Private Eye,1977,96,,3.6,45,,4
Adventures of a Rookie The,1943,64,,5.4,12,,4
Adventures of a Taxi Driver,1976,89,,3.6,72,,4
Adventures of the American Rabbit The,1986,87,,6,46,,2
Adventures of the Flying Cadets,1943,265,,6.3,9,,0
Adventures of the Masked Phantom The,1939,60,,3.9,7,,0
Adventures of the Road-Runner,1962,26,,8,35,,70
Adventures of the Wilderness Family The,1975,100,,5.9,174,,8
Adventurous Blonde The,1937,61,,6.7,44,,4
Adversaire L,2002,129,,6.7,442,,8
Advice From a Caterpillar,1999,90,,5.4,108,,44
Advice and Dissent,2002,21,,8.2,5,,68
Advice to the Lovelorn,1933,62,,5.5,11,,44
Advise and Consent,1962,142,,7.7,611,,8
Advocaat van de Hanen,1996,109,,5.8,19,,8
Adwa,1999,90,,8.8,10,,16
Aeg maha,1984,9,,7.6,5,,66
Aelan,1989,105,,3.2,7,,1
Aelita,1924,67,,6.5,181,,0
Aenigma,1987,85,,4.4,149,,0
Aerial Gunner,1943,78,,5.9,21,,8
Aerobisex Girls,1983,85,,4.9,12,,0
Aerograd,1935,82,,7.2,20,,0
Aeroplane Flight and Wreck (Piloted by M. Cody),1910,4,,5.6,58,,80
Aetbaar,2004,152,,5.1,47,,40
Affair in Havana,1957,77,,5.2,18,,0
Affair in Reno,1957,75,,5.8,6,,0
Affair in Trinidad,1952,98,,6.2,122,,8
Affair of the Necklace The,2001,118,,6,963,R,8
Affair play,1995,95,,5.9,15,,32
